crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,yield_t_ha
Coconut,Andhra Pradesh,ANANTAPUR,2013,Whole Year,552.0,10.0,25.46,29.28,27.11,84.05,5.75,288.12,35.17,7190.217
Grapes,Andhra Pradesh,ANANTAPUR,2014,Kharif,309.0,24.2,105.17,171.34,14.82,79.61,5.81,120.04,24.73,22.285
Maize,Andhra Pradesh,ANANTAPUR,2014,Kharif,16839.0,40.5,69.41,28.84,26.3,60.04,6.89,136.4,22.49,2.535
Mango,Andhra Pradesh,ANANTAPUR,2014,Kharif,11278.0,27.58,26.03,38.41,37.08,58.04,6.48,138.81,22.86,6.29
Papaya,Andhra Pradesh,ANANTAPUR,2014,Kharif,374.0,43.71,69.83,49.04,26.23,83.36,6.63,258.74,34.57,78.725
Rice,Andhra Pradesh,ANANTAPUR,2014,Kharif,22658.0,75.51,59.45,41.11,35.3,78.23,6.03,294.54,34.62,3.008
Blackgram,Andhra Pradesh,ANANTAPUR,2014,Kharif,188.0,27.68,60.36,33.17,36.85,61.45,7.93,123.65,22.63,1.324
Maize,Andhra Pradesh,ANANTAPUR,2014,Rabi,4474.0,42.81,61.69,31.94,23.66,57.51,6.14,74.41,14.94,7.067
Rice,Andhra Pradesh,ANANTAPUR,2014,Rabi,6553.0,10.0,53.99,43.94,27.82,72.25,6.57,170.63,27.96,2.194
Blackgram,Andhra Pradesh,ANANTAPUR,2014,Rabi,42.0,10.0,75.9,35.07,29.1,67.11,6.85,61.73,17.16,1.452
Coconut,Andhra Pradesh,ANANTAPUR,2014,Whole Year,687.0,21.78,18.06,39.87,26.99,90.35,7.27,216.94,35.43,8378.457
Rice,Andhra Pradesh,ANANTAPUR,2014,Whole Year,29211.0,34.34,41.39,51.21,27.43,76.1,6.41,213.52,34.36,2.825
Maize,Andhra Pradesh,CHITTOOR,1997,Kharif,100.0,57.28,50.02,27.08,15.25,67.46,6.5,103.21,24.41,3.0
Rice,Andhra Pradesh,CHITTOOR,1997,Kharif,42300.0,81.67,61.31,45.24,25.76,87.73,7.08,233.63,31.18,1.995
Rice,Andhra Pradesh,CHITTOOR,1997,Rabi,57400.0,76.46,55.23,48.11,24.07,78.73,7.2,231.03,28.1,2.394
Maize,Andhra Pradesh,CHITTOOR,1998,Kharif,100.0,34.74,47.28,37.88,22.08,71.93,7.35,114.24,21.81,3.0
Rice,Andhra Pradesh,CHITTOOR,1998,Kharif,42000.0,75.4,57.41,47.87,26.29,84.12,5.69,219.12,32.84,2.51
Blackgram,Andhra Pradesh,CHITTOOR,1998,Kharif,200.0,20.03,73.61,30.19,28.95,80.37,6.56,117.19,31.12,1.0
Maize,Andhra Pradesh,CHITTOOR,1998,Rabi,100.0,73.38,51.48,29.66,17.95,67.5,6.95,84.18,29.04,3.0
Rice,Andhra Pradesh,CHITTOOR,1998,Rabi,62400.0,66.89,47.13,43.04,17.95,80.5,5.75,211.05,31.27,2.551
Maize,Andhra Pradesh,CHITTOOR,1999,Kharif,181.0,56.67,57.08,36.12,25.81,67.25,6.75,104.11,21.43,2.84
Rice,Andhra Pradesh,CHITTOOR,1999,Kharif,37542.0,73.63,70.6,60.54,19.94,82.38,6.38,208.66,26.88,2.01
Blackgram,Andhra Pradesh,CHITTOOR,1999,Kharif,120.0,37.82,70.32,32.53,33.32,73.33,6.83,122.63,26.08,0.608
Maize,Andhra Pradesh,CHITTOOR,1999,Rabi,67.0,69.28,57.76,28.46,29.39,71.15,6.81,48.12,17.22,4.836
Rice,Andhra Pradesh,CHITTOOR,1999,Rabi,37489.0,35.99,54.84,46.05,21.95,77.83,6.08,196.26,30.48,2.049
Blackgram,Andhra Pradesh,CHITTOOR,1999,Rabi,70.0,22.32,70.66,36.77,21.72,69.98,7.28,79.0,31.24,0.657
Maize,Andhra Pradesh,CHITTOOR,2000,Kharif,357.0,73.85,59.08,31.85,16.41,72.03,5.87,116.72,22.41,2.605
Rice,Andhra Pradesh,CHITTOOR,2000,Kharif,33776.0,74.23,83.9,48.21,25.41,82.99,4.89,300.0,31.34,2.642
Blackgram,Andhra Pradesh,CHITTOOR,2000,Kharif,120.0,28.49,59.44,29.96,33.78,66.08,5.86,121.39,25.82,0.058
Maize,Andhra Pradesh,CHITTOOR,2000,Rabi,56.0,64.91,73.68,31.25,17.92,72.77,4.56,105.29,20.2,5.393
Rice,Andhra Pradesh,CHITTOOR,2000,Rabi,41442.0,88.12,56.94,39.0,17.08,78.24,6.77,231.35,35.6,2.345
Blackgram,Andhra Pradesh,CHITTOOR,2000,Rabi,168.0,32.73,76.16,26.87,27.76,66.97,6.68,52.07,15.55,0.804
Banana,Andhra Pradesh,CHITTOOR,2000,Whole Year,953.0,63.67,97.24,54.63,29.14,81.09,6.21,133.27,30.33,19.972
Coconut,Andhra Pradesh,CHITTOOR,2000,Whole Year,4011.0,30.97,50.09,46.98,26.11,98.0,6.54,300.0,34.75,4292.112
Maize,Andhra Pradesh,CHITTOOR,2001,Kharif,294.0,68.33,40.05,19.76,23.26,75.55,5.83,180.54,28.92,2.673
Rice,Andhra Pradesh,CHITTOOR,2001,Kharif,24377.0,81.03,63.14,50.9,26.08,85.64,5.8,276.5,44.6,2.269
Blackgram,Andhra Pradesh,CHITTOOR,2001,Kharif,141.0,72.88,86.23,31.42,18.29,74.53,5.65,119.68,27.08,0.362
Maize,Andhra Pradesh,CHITTOOR,2001,Rabi,81.0,67.75,59.82,33.56,21.9,88.05,6.47,116.62,32.06,6.469
Rice,Andhra Pradesh,CHITTOOR,2001,Rabi,62049.0,36.74,47.98,53.08,17.02,78.15,5.51,266.64,37.0,2.749
Blackgram,Andhra Pradesh,CHITTOOR,2001,Rabi,189.0,45.19,51.32,25.47,25.22,65.59,7.22,78.01,29.21,0.683
Banana,Andhra Pradesh,CHITTOOR,2001,Whole Year,1005.0,90.68,107.46,61.79,28.51,80.33,5.55,125.8,22.0,7.12
Coconut,Andhra Pradesh,CHITTOOR,2001,Whole Year,4133.0,18.41,7.43,40.83,24.16,90.58,6.04,173.17,34.64,3587.66
Maize,Andhra Pradesh,CHITTOOR,2002,Kharif,261.0,75.05,53.11,28.82,27.16,81.62,5.94,95.1,28.91,0.969
Rice,Andhra Pradesh,CHITTOOR,2002,Kharif,20137.0,59.92,51.33,46.25,20.56,85.67,5.13,300.0,37.51,2.484
Blackgram,Andhra Pradesh,CHITTOOR,2002,Kharif,133.0,10.0,72.79,28.69,22.16,68.73,6.55,119.33,17.48,0.053
Maize,Andhra Pradesh,CHITTOOR,2002,Rabi,284.0,60.29,50.31,36.18,10.82,47.95,6.35,128.12,20.61,6.93
Rice,Andhra Pradesh,CHITTOOR,2002,Rabi,30034.0,116.61,50.83,45.4,25.55,74.13,7.54,165.27,28.19,2.558
Blackgram,Andhra Pradesh,CHITTOOR,2002,Rabi,260.0,11.99,62.77,35.23,28.39,66.41,7.27,71.69,17.63,0.581
Banana,Andhra Pradesh,CHITTOOR,2002,Whole Year,960.0,127.83,77.8,55.45,28.66,81.67,6.03,113.48,28.9,52.959
Coconut,Andhra Pradesh,CHITTOOR,2002,Whole Year,4296.0,32.49,24.35,33.28,21.4,86.11,5.63,169.56,25.19,4005.882
Grapes,Andhra Pradesh,CHITTOOR,2002,Whole Year,36.0,15.74,135.69,168.64,18.28,81.59,5.71,94.41,29.04,18.694
Mango,Andhra Pradesh,CHITTOOR,2002,Whole Year,47834.0,30.87,44.51,39.33,36.86,52.8,5.56,111.66,20.14,7.004
Orange,Andhra Pradesh,CHITTOOR,2002,Whole Year,4.0,35.89,52.05,27.15,31.21,87.44,7.73,123.28,32.59,9.75
Papaya,Andhra Pradesh,CHITTOOR,2002,Whole Year,39.0,35.22,68.43,55.48,35.81,92.68,6.62,300.0,40.36,130.436
Maize,Andhra Pradesh,CHITTOOR,2003,Kharif,742.0,90.82,55.1,32.58,28.05,77.62,6.66,127.88,23.9,1.716
Rice,Andhra Pradesh,CHITTOOR,2003,Kharif,18495.0,48.88,46.64,53.56,23.69,81.57,8.01,299.2,34.94,2.085
Blackgram,Andhra Pradesh,CHITTOOR,2003,Kharif,433.0,21.27,73.84,35.42,31.96,75.04,6.95,116.52,21.39,0.617
Maize,Andhra Pradesh,CHITTOOR,2003,Rabi,392.0,81.94,58.68,34.29,21.36,63.13,6.15,77.97,31.05,5.599
Rice,Andhra Pradesh,CHITTOOR,2003,Rabi,27286.0,31.24,54.1,44.14,14.6,79.38,5.73,100.89,30.35,1.712
Blackgram,Andhra Pradesh,CHITTOOR,2003,Rabi,229.0,51.26,77.25,39.1,29.59,62.25,7.12,67.73,12.92,0.389
Banana,Andhra Pradesh,CHITTOOR,2003,Whole Year,587.0,104.68,95.72,53.9,24.96,81.35,5.52,108.61,32.11,36.153
Coconut,Andhra Pradesh,CHITTOOR,2003,Whole Year,4294.0,14.63,28.98,45.32,28.01,92.0,6.74,172.88,33.85,3918.852
Grapes,Andhra Pradesh,CHITTOOR,2003,Whole Year,32.0,28.47,118.59,158.47,12.1,84.01,6.2,86.96,31.64,17.344
Mango,Andhra Pradesh,CHITTOOR,2003,Whole Year,48572.0,35.95,53.28,38.65,25.33,56.97,6.53,104.85,14.61,4.83
Orange,Andhra Pradesh,CHITTOOR,2003,Whole Year,6.0,10.0,9.91,20.52,16.43,90.73,6.06,142.99,27.44,16.0
Papaya,Andhra Pradesh,CHITTOOR,2003,Whole Year,17.0,30.99,60.55,59.57,40.0,88.35,6.58,150.14,24.12,90.824
Maize,Andhra Pradesh,CHITTOOR,2004,Kharif,509.0,80.83,73.13,32.69,20.28,72.03,5.86,128.63,25.75,2.87
Rice,Andhra Pradesh,CHITTOOR,2004,Kharif,19055.0,57.42,76.12,47.96,24.73,89.72,5.93,160.48,36.05,2.274
Blackgram,Andhra Pradesh,CHITTOOR,2004,Kharif,264.0,19.43,71.52,30.11,25.94,73.14,6.65,107.03,23.38,0.481
Maize,Andhra Pradesh,CHITTOOR,2004,Rabi,354.0,66.77,44.08,35.56,17.23,69.84,7.05,60.13,25.03,7.229
Rice,Andhra Pradesh,CHITTOOR,2004,Rabi,25822.0,104.19,63.73,38.45,22.73,80.71,6.41,216.71,28.43,2.679
Blackgram,Andhra Pradesh,CHITTOOR,2004,Rabi,314.0,38.24,79.43,21.54,19.14,60.95,6.97,63.2,27.44,0.634
Banana,Andhra Pradesh,CHITTOOR,2004,Whole Year,586.0,97.8,87.9,50.36,28.63,75.46,6.36,144.43,27.72,52.15
Coconut,Andhra Pradesh,CHITTOOR,2004,Whole Year,4165.0,30.6,36.0,40.51,28.75,89.15,5.47,194.1,31.78,7667.241
Maize,Andhra Pradesh,CHITTOOR,2005,Kharif,417.0,89.5,46.1,33.27,29.98,61.22,6.66,120.5,21.41,5.156
Rice,Andhra Pradesh,CHITTOOR,2005,Kharif,16240.0,40.97,46.67,44.09,28.4,83.66,5.94,215.41,27.32,2.289
Blackgram,Andhra Pradesh,CHITTOOR,2005,Kharif,212.0,75.33,65.67,34.34,24.3,65.27,7.39,117.81,28.71,0.344
Maize,Andhra Pradesh,CHITTOOR,2005,Rabi,356.0,50.32,63.18,31.9,15.32,70.84,7.03,50.89,25.63,7.472
Rice,Andhra Pradesh,CHITTOOR,2005,Rabi,66351.0,87.58,46.89,43.27,20.6,79.67,5.51,131.76,19.61,2.918
Blackgram,Andhra Pradesh,CHITTOOR,2005,Rabi,98.0,48.86,67.94,31.8,27.38,66.23,8.46,67.57,19.73,0.633
Banana,Andhra Pradesh,CHITTOOR,2005,Whole Year,468.0,112.81,65.8,60.65,27.61,80.97,5.94,127.48,26.85,53.568
Coconut,Andhra Pradesh,CHITTOOR,2005,Whole Year,3914.0,34.55,14.89,37.98,28.98,95.37,6.18,155.65,33.37,4018.694
Maize,Andhra Pradesh,CHITTOOR,2006,Kharif,386.0,88.82,68.76,31.48,20.02,74.28,7.38,72.81,25.27,3.57
Rice,Andhra Pradesh,CHITTOOR,2006,Kharif,17049.0,68.48,46.65,49.14,22.81,81.38,7.79,284.4,38.33,2.494
Blackgram,Andhra Pradesh,CHITTOOR,2006,Kharif,144.0,57.05,54.99,30.36,26.1,80.16,8.14,102.58,36.93,0.382
Maize,Andhra Pradesh,CHITTOOR,2006,Rabi,788.0,62.73,63.83,31.03,23.29,71.41,6.93,74.94,22.62,7.577
Rice,Andhra Pradesh,CHITTOOR,2006,Rabi,29164.0,87.77,44.63,41.54,18.34,76.09,7.24,215.86,30.26,2.918
Blackgram,Andhra Pradesh,CHITTOOR,2006,Rabi,426.0,27.6,78.24,35.24,26.25,64.48,6.57,60.54,24.01,0.782
Banana,Andhra Pradesh,CHITTOOR,2006,Whole Year,556.0,60.9,62.3,60.18,30.36,80.5,6.23,88.72,22.07,48.93
Coconut,Andhra Pradesh,CHITTOOR,2006,Whole Year,4307.0,10.0,20.38,39.45,25.3,95.26,6.28,237.89,38.14,8108.789
Maize,Andhra Pradesh,CHITTOOR,2007,Kharif,1000.0,65.37,57.8,32.09,23.65,72.67,6.1,144.92,26.3,3.0
Rice,Andhra Pradesh,CHITTOOR,2007,Kharif,15000.0,92.54,52.59,43.36,26.68,84.49,5.35,293.06,32.9,2.8
Maize,Andhra Pradesh,CHITTOOR,2007,Rabi,1000.0,84.52,52.12,27.44,22.84,65.95,7.15,85.3,13.05,4.0
Rice,Andhra Pradesh,CHITTOOR,2007,Rabi,37000.0,95.23,40.58,50.9,18.61,78.71,5.41,174.89,26.57,3.135
Maize,Andhra Pradesh,CHITTOOR,2008,Kharif,843.0,74.27,36.8,31.73,21.11,75.71,6.65,152.76,24.49,4.67
Rice,Andhra Pradesh,CHITTOOR,2008,Kharif,17596.0,57.89,48.85,54.01,27.43,85.04,5.66,251.67,34.44,2.628
Blackgram,Andhra Pradesh,CHITTOOR,2008,Kharif,303.0,47.04,78.73,28.06,33.36,72.6,5.75,103.87,19.59,0.363
Maize,Andhra Pradesh,CHITTOOR,2008,Rabi,957.0,113.01,32.54,31.89,22.16,64.69,6.25,48.12,27.24,8.83
Rice,Andhra Pradesh,CHITTOOR,2008,Rabi,37927.0,78.79,71.22,49.4,22.53,78.03,6.42,227.95,28.05,3.128
Blackgram,Andhra Pradesh,CHITTOOR,2008,Rabi,376.0,33.18,84.17,32.54,26.85,59.2,6.39,66.45,27.48,0.67
Banana,Andhra Pradesh,CHITTOOR,2008,Whole Year,708.0,103.13,95.87,55.84,30.51,79.43,5.9,108.72,36.01,31.624
Coconut,Andhra Pradesh,CHITTOOR,2008,Whole Year,3915.0,39.74,59.51,36.12,26.45,89.58,5.32,203.71,30.98,9091.917
Maize,Andhra Pradesh,CHITTOOR,2009,Kharif,1326.0,57.17,42.34,34.59,27.55,66.5,5.92,162.56,27.75,3.707
Rice,Andhra Pradesh,CHITTOOR,2009,Kharif,19758.0,76.38,50.28,49.42,25.89,85.58,4.5,223.41,33.59,2.844
Blackgram,Andhra Pradesh,CHITTOOR,2009,Kharif,307.0,10.0,72.43,39.5,28.53,71.89,7.14,106.22,24.12,0.296
Maize,Andhra Pradesh,CHITTOOR,2009,Rabi,611.0,52.69,61.49,32.5,19.98,64.42,6.74,101.35,27.94,7.309
Rice,Andhra Pradesh,CHITTOOR,2009,Rabi,35155.0,58.8,48.63,42.71,20.24,76.3,5.94,175.65,34.2,3.241
Blackgram,Andhra Pradesh,CHITTOOR,2009,Rabi,646.0,36.8,68.79,34.1,27.42,74.37,6.63,73.7,24.42,0.74
Banana,Andhra Pradesh,CHITTOOR,2009,Whole Year,769.0,102.26,76.1,57.12,21.85,77.38,6.49,120.09,21.71,53.09
Coconut,Andhra Pradesh,CHITTOOR,2009,Whole Year,3893.0,28.13,17.64,37.34,25.54,94.75,6.69,147.86,34.79,5856.196
Maize,Andhra Pradesh,CHITTOOR,2010,Kharif,970.0,56.19,72.96,27.66,28.8,80.47,5.69,111.63,29.64,5.123
Rice,Andhra Pradesh,CHITTOOR,2010,Kharif,18019.0,80.43,48.52,42.57,23.3,84.18,8.0,300.0,39.22,2.977
Blackgram,Andhra Pradesh,CHITTOOR,2010,Kharif,608.0,21.07,66.65,27.05,23.65,74.73,7.02,117.83,28.26,0.423
Maize,Andhra Pradesh,CHITTOOR,2010,Rabi,539.0,66.74,40.38,33.06,20.77,59.7,6.38,62.03,18.56,9.117
Rice,Andhra Pradesh,CHITTOOR,2010,Rabi,43558.0,82.07,59.38,58.53,22.26,84.25,6.86,229.55,30.96,3.019
Blackgram,Andhra Pradesh,CHITTOOR,2010,Rabi,1126.0,74.04,73.82,36.77,24.53,68.21,6.49,66.81,18.91,0.534
Banana,Andhra Pradesh,CHITTOOR,2010,Whole Year,923.0,59.64,71.63,54.32,27.33,84.15,6.16,106.36,28.24,50.685
Maize,Andhra Pradesh,CHITTOOR,2011,Kharif,930.0,40.69,63.15,36.49,27.48,75.99,6.46,77.67,27.77,3.316
Rice,Andhra Pradesh,CHITTOOR,2011,Kharif,17342.0,79.12,44.08,39.1,21.42,85.11,6.93,152.38,25.15,3.213
Blackgram,Andhra Pradesh,CHITTOOR,2011,Kharif,388.0,10.0,57.15,35.4,23.67,72.33,7.58,102.93,23.85,0.534
Maize,Andhra Pradesh,CHITTOOR,2011,Rabi,877.0,51.81,60.66,33.31,24.85,67.12,5.73,79.83,24.1,7.759
Rice,Andhra Pradesh,CHITTOOR,2011,Rabi,33764.0,62.69,59.2,43.19,25.43,80.66,4.68,228.0,41.57,3.353
Blackgram,Andhra Pradesh,CHITTOOR,2011,Rabi,2528.0,39.5,49.53,21.84,26.15,62.22,6.07,68.18,23.88,0.701
Banana,Andhra Pradesh,CHITTOOR,2011,Whole Year,886.0,63.15,91.1,54.28,26.53,85.64,6.22,141.11,23.58,63.147
Coconut,Andhra Pradesh,CHITTOOR,2011,Whole Year,3663.0,39.23,30.08,43.87,27.7,88.12,5.56,236.15,34.09,8019.918
Grapes,Andhra Pradesh,CHITTOOR,2012,Kharif,30.0,43.12,106.68,167.13,12.6,86.9,5.64,115.61,29.31,18.2
Maize,Andhra Pradesh,CHITTOOR,2012,Kharif,1078.0,94.69,52.46,35.77,10.49,72.42,6.34,106.04,30.73,4.058
Mango,Andhra Pradesh,CHITTOOR,2012,Kharif,56760.0,10.0,23.57,43.83,21.17,57.63,5.42,142.94,27.49,8.848
Papaya,Andhra Pradesh,CHITTOOR,2012,Kharif,558.0,29.23,75.53,51.09,40.0,91.42,6.29,197.94,32.38,108.934
Rice,Andhra Pradesh,CHITTOOR,2012,Kharif,12952.0,87.93,62.98,48.85,23.02,85.09,7.47,300.0,40.11,3.493
Blackgram,Andhra Pradesh,CHITTOOR,2012,Kharif,268.0,51.0,76.35,38.76,27.15,71.23,6.29,120.4,24.3,0.944
Maize,Andhra Pradesh,CHITTOOR,2012,Rabi,547.0,77.63,46.23,35.79,24.98,53.89,5.68,78.75,23.67,7.086
Rice,Andhra Pradesh,CHITTOOR,2012,Rabi,34557.0,70.17,58.15,47.8,19.28,78.89,6.07,127.37,25.64,3.651
Blackgram,Andhra Pradesh,CHITTOOR,2012,Rabi,1621.0,45.81,61.26,25.95,26.19,70.51,7.57,69.52,16.26,0.986
Coconut,Andhra Pradesh,CHITTOOR,2012,Whole Year,3351.0,22.24,33.99,37.81,27.31,93.0,6.14,145.02,28.56,8623.993
Grapes,Andhra Pradesh,CHITTOOR,2013,Kharif,23.0,10.0,121.93,165.26,10.0,85.72,5.76,118.84,23.34,18.13
Maize,Andhra Pradesh,CHITTOOR,2013,Kharif,1905.0,77.32,53.33,32.49,17.05,58.65,5.67,137.88,21.72,4.033
Mango,Andhra Pradesh,CHITTOOR,2013,Kharif,66615.0,27.88,34.94,39.43,36.47,58.47,5.97,134.52,22.56,8.832
Papaya,Andhra Pradesh,CHITTOOR,2013,Kharif,526.0,43.16,49.12,46.33,20.58,90.92,6.72,276.6,32.19,26.321
Rice,Andhra Pradesh,CHITTOOR,2013,Kharif,15206.0,78.93,69.42,42.96,28.3,80.59,5.23,256.66,40.14,3.207
Blackgram,Andhra Pradesh,CHITTOOR,2013,Kharif,365.0,10.0,52.56,34.04,27.74,67.74,6.87,116.36,28.36,0.929
Maize,Andhra Pradesh,CHITTOOR,2013,Rabi,1303.0,77.39,59.51,27.86,31.87,73.43,6.46,95.78,32.24,7.454
Rice,Andhra Pradesh,CHITTOOR,2013,Rabi,34654.0,99.84,46.77,50.08,16.02,79.24,5.68,181.59,28.9,3.47
Blackgram,Andhra Pradesh,CHITTOOR,2013,Rabi,1119.0,31.83,66.98,36.45,25.47,64.48,7.65,61.24,21.16,0.786
Banana,Andhra Pradesh,CHITTOOR,2013,Whole Year,910.0,116.17,82.69,64.3,23.89,81.69,5.6,125.48,30.84,55.168
Coconut,Andhra Pradesh,CHITTOOR,2013,Whole Year,2760.0,11.39,37.05,49.66,29.06,86.22,6.83,205.13,24.63,7190.942
Grapes,Andhra Pradesh,CHITTOOR,2014,Kharif,32.0,30.44,107.28,172.04,10.0,83.76,6.6,113.4,26.18,29.125
Maize,Andhra Pradesh,CHITTOOR,2014,Kharif,2693.0,87.17,71.15,38.76,24.36,74.13,6.21,88.59,20.18,3.275
Mango,Andhra Pradesh,CHITTOOR,2014,Kharif,64633.0,41.82,42.38,45.58,33.84,59.69,6.45,131.12,28.75,7.154
Papaya,Andhra Pradesh,CHITTOOR,2014,Kharif,519.0,71.34,62.89,59.17,31.12,89.58,6.63,74.43,23.23,26.57
Rice,Andhra Pradesh,CHITTOOR,2014,Kharif,13304.0,56.43,56.79,48.33,24.52,86.9,5.12,252.77,32.68,3.342
Blackgram,Andhra Pradesh,CHITTOOR,2014,Kharif,383.0,51.73,51.45,26.36,28.67,76.46,6.53,120.42,27.44,1.326
Maize,Andhra Pradesh,CHITTOOR,2014,Rabi,984.0,83.06,54.26,37.75,14.97,67.62,6.74,74.94,25.13,6.534
Rice,Andhra Pradesh,CHITTOOR,2014,Rabi,27661.0,93.22,43.54,48.4,17.82,74.94,7.52,83.26,28.89,3.18
Blackgram,Andhra Pradesh,CHITTOOR,2014,Rabi,1749.0,47.5,77.34,31.2,26.48,63.84,6.27,67.41,27.48,1.441
Coconut,Andhra Pradesh,CHITTOOR,2014,Whole Year,3465.0,37.95,36.18,43.87,27.29,94.43,6.01,172.37,23.22,8378.932
Rice,Andhra Pradesh,CHITTOOR,2014,Whole Year,40965.0,78.01,34.36,52.37,30.21,82.4,5.59,232.72,40.83,3.233
Maize,Andhra Pradesh,EAST GODAVARI,1997,Kharif,1600.0,63.76,51.35,33.73,27.48,68.43,6.35,143.77,23.71,1.812
Rice,Andhra Pradesh,EAST GODAVARI,1997,Kharif,214100.0,105.48,60.69,54.86,19.74,85.47,6.46,252.26,26.91,2.005
Maize,Andhra Pradesh,EAST GODAVARI,1997,Rabi,3600.0,89.51,36.32,25.55,15.13,44.4,6.63,78.52,16.23,3.806
Rice,Andhra Pradesh,EAST GODAVARI,1997,Rabi,154400.0,91.8,33.13,41.35,22.07,74.8,8.5,192.04,25.27,3.183
Blackgram,Andhra Pradesh,EAST GODAVARI,1997,Rabi,59900.0,73.78,58.93,25.74,22.28,58.42,7.05,45.95,20.84,0.322
Maize,Andhra Pradesh,EAST GODAVARI,1998,Kharif,1700.0,110.73,47.76,27.34,22.58,59.37,7.54,101.18,28.45,2.118
Rice,Andhra Pradesh,EAST GODAVARI,1998,Kharif,256300.0,96.15,53.69,46.2,23.25,81.79,8.5,147.29,28.51,1.508
Blackgram,Andhra Pradesh,EAST GODAVARI,1998,Kharif,400.0,43.14,62.15,24.51,20.01,69.86,6.22,79.67,24.16,0.75
Maize,Andhra Pradesh,EAST GODAVARI,1998,Rabi,3800.0,45.07,29.44,36.38,12.88,63.77,5.71,53.58,19.07,4.921
Rice,Andhra Pradesh,EAST GODAVARI,1998,Rabi,157600.0,72.21,29.35,44.17,15.1,76.29,8.5,255.81,36.2,4.166
Blackgram,Andhra Pradesh,EAST GODAVARI,1998,Rabi,63800.0,67.67,52.31,23.63,25.38,55.43,6.63,44.33,15.02,0.309
Maize,Andhra Pradesh,EAST GODAVARI,1999,Kharif,1522.0,83.75,41.96,25.17,23.06,66.33,6.02,100.82,26.57,2.841
Rice,Andhra Pradesh,EAST GODAVARI,1999,Kharif,244655.0,71.36,56.34,44.92,24.52,81.33,6.91,260.94,37.53,2.569
Blackgram,Andhra Pradesh,EAST GODAVARI,1999,Kharif,328.0,82.05,65.42,27.67,27.44,71.06,6.55,95.16,36.4,0.61
Maize,Andhra Pradesh,EAST GODAVARI,1999,Rabi,4266.0,63.21,62.49,24.11,17.42,54.13,5.74,21.04,21.08,4.841
Rice,Andhra Pradesh,EAST GODAVARI,1999,Rabi,161551.0,40.86,63.03,40.98,22.66,74.38,5.43,154.57,30.86,3.994
Blackgram,Andhra Pradesh,EAST GODAVARI,1999,Rabi,58809.0,39.5,46.3,29.19,19.56,58.65,7.18,43.64,22.55,0.193
Maize,Andhra Pradesh,EAST GODAVARI,2000,Kharif,1406.0,92.25,50.32,31.43,25.41,62.27,5.32,112.53,25.64,2.604
Rice,Andhra Pradesh,EAST GODAVARI,2000,Kharif,253966.0,82.63,40.51,33.97,23.72,79.17,5.37,300.0,42.88,2.691
Blackgram,Andhra Pradesh,EAST GODAVARI,2000,Kharif,196.0,48.65,85.08,25.62,23.13,72.57,6.57,93.66,17.93,0.061
Maize,Andhra Pradesh,EAST GODAVARI,2000,Rabi,4108.0,89.22,44.07,24.58,14.85,59.21,6.37,66.31,10.0,5.384
Rice,Andhra Pradesh,EAST GODAVARI,2000,Rabi,162861.0,68.86,56.33,43.13,19.68,73.17,5.75,216.44,27.12,4.195
Blackgram,Andhra Pradesh,EAST GODAVARI,2000,Rabi,60611.0,42.9,66.19,35.63,22.91,60.28,6.56,41.01,23.62,0.677
Banana,Andhra Pradesh,EAST GODAVARI,2000,Whole Year,11043.0,65.0,58.79,58.43,25.17,75.03,6.71,94.54,27.29,11.264
Coconut,Andhra Pradesh,EAST GODAVARI,2000,Whole Year,48237.0,10.0,28.02,37.49,29.18,90.91,5.35,169.93,42.73,12201.931
Maize,Andhra Pradesh,EAST GODAVARI,2001,Kharif,1204.0,76.62,32.95,20.18,18.36,69.04,5.4,70.28,23.17,2.673
Rice,Andhra Pradesh,EAST GODAVARI,2001,Kharif,220811.0,98.96,35.63,48.45,15.94,79.08,6.26,300.0,36.85,2.626
Blackgram,Andhra Pradesh,EAST GODAVARI,2001,Kharif,1223.0,37.95,59.04,19.71,24.27,70.7,6.32,88.11,18.02,0.361
Maize,Andhra Pradesh,EAST GODAVARI,2001,Rabi,2597.0,73.05,61.01,24.28,18.63,52.15,6.39,54.21,16.14,6.473
Rice,Andhra Pradesh,EAST GODAVARI,2001,Rabi,165779.0,41.25,27.72,45.18,15.01,73.03,8.22,165.13,29.79,4.525
Blackgram,Andhra Pradesh,EAST GODAVARI,2001,Rabi,62912.0,51.45,50.53,36.02,18.03,57.06,6.67,34.79,25.34,0.164
Banana,Andhra Pradesh,EAST GODAVARI,2001,Whole Year,10258.0,60.84,41.59,47.3,24.13,74.81,6.37,100.89,26.5,11.973
Coconut,Andhra Pradesh,EAST GODAVARI,2001,Whole Year,48515.0,41.33,39.27,36.51,21.47,83.01,6.02,101.57,30.12,12980.995
Maize,Andhra Pradesh,EAST GODAVARI,2002,Kharif,1423.0,90.94,52.26,31.02,24.11,67.56,7.08,114.71,23.05,0.969
Rice,Andhra Pradesh,EAST GODAVARI,2002,Kharif,194809.0,66.57,64.04,35.69,24.0,80.94,5.68,300.0,34.86,2.829
Blackgram,Andhra Pradesh,EAST GODAVARI,2002,Kharif,3961.0,10.0,50.54,33.97,24.33,66.3,7.88,92.91,25.44,0.052
